race,candidate,precinct_name,precinct_code,votes,county_code
Legislative District 35 - State Representative Pos. 1,James Thomas,ERLANDS POINT 130,100130,205,KP
Legislative District 35 - State Representative Pos. 2,David Daggett,ERLANDS POINT 130,100130,251,KP
Legislative District 35 - State Representative Pos. 2,Drew C. MacEwen,ERLANDS POINT 130,100130,235,KP
Kitsap County Commissioner District 3,Edward Wolfe,ERLANDS POINT 130,100130,347,KP
Kitsap County Assessor,Phil Cook,ERLANDS POINT 130,100130,344,KP
Kitsap County Auditor,Paul Andrews,ERLANDS POINT 130,100130,267,KP
Kitsap County Auditor,Richard Huddy,ERLANDS POINT 130,100130,130,KP
Kitsap County Clerk,Alison Sonntag,ERLANDS POINT 130,100130,345,KP
Kitsap County Coroner,Russ Reuther,ERLANDS POINT 130,100130,237,KP
Kitsap County Coroner,Jeff Wallis,ERLANDS POINT 130,100130,210,KP
Kitsap County Prosecuting Attorney,Chad M. Enright,ERLANDS POINT 130,100130,343,KP
Kitsap County Sheriff,Gary L. Simpson,ERLANDS POINT 130,100130,351,KP
Kitsap County Treasurer,Meredith Green,ERLANDS POINT 130,100130,338,KP
DISTRICT COURT District Court Judge Department 1,Claire A. Bradley,ERLANDS POINT 130,100130,316,KP
DISTRICT COURT District Court Judge Department 2,Jeffrey J. Jahns,ERLANDS POINT 130,100130,313,KP
DISTRICT COURT District Court Judge Department 3,Marilyn Paja,ERLANDS POINT 130,100130,314,KP
DISTRICT COURT District Court Judge Department 4,Kevin P. Kelly,ERLANDS POINT 130,100130,309,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Heather Pauley,ERLANDS POINT 130,100130,145,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Nate Andrews,ERLANDS POINT 130,100130,278,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,ERLANDS POINT 130,100130,160,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,ERLANDS POINT 130,100130,342,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,ERLANDS POINT 130,100130,322,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,ERLANDS POINT 130,100130,175,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,ERLANDS POINT 130,100130,249,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,ERLANDS POINT 130,100130,256,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,ERLANDS POINT 130,100130,280,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,ERLANDS POINT 130,100130,198,KP
CENTRAL KITSAP FIRE AND RESCUE Proposition No. 1 Regular Property Tax Levy Lid-Lift for Fire &amp; Emergency Medical Services,Yes,ERLANDS POINT 130,100130,267,KP
CENTRAL KITSAP FIRE AND RESCUE Proposition No. 1 Regular Property Tax Levy Lid-Lift for Fire &amp; Emergency Medical Services,No,ERLANDS POINT 130,100130,221,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,ERLANDS POINT 130,100130,262,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,ERLANDS POINT 130,100130,242,KP
U.S. Senator,Maria Cantwell,REGAL 131,100131,107,KP
U.S. Senator,Susan Hutchison,REGAL 131,100131,119,KP
Congressional District 6 - U.S. Representative,Derek Kilmer,REGAL 131,100131,115,KP
Congressional District 6 - U.S. Representative,Douglas Dightman,REGAL 131,100131,108,KP
Supreme Court - Justice Position 2,Susan Owens,REGAL 131,100131,167,KP
Supreme Court - Justice Position 8,Nathan Choi,REGAL 131,100131,87,KP
Supreme Court - Justice Position 8,Steve Gonzalez,REGAL 131,100131,98,KP
Supreme Court - Justice Position 9,Sheryl Gordon McCloud,REGAL 131,100131,154,KP
"Court of Appeals, Division 2, District 2 - Judge Position 2",Rebecca Glasgow,REGAL 131,100131,154,KP
Legislative District 23 - State Representative Pos. 1,Sherry V. Appleton,REGAL 131,100131,100,KP
Legislative District 23 - State Representative Pos. 1,Becky Erickson,REGAL 131,100131,116,KP
Legislative District 23 - State Representative Pos. 2,Drew Hansen,REGAL 131,100131,155,KP
Kitsap County Commissioner District 3,Edward Wolfe,REGAL 131,100131,155,KP
Kitsap County Assessor,Phil Cook,REGAL 131,100131,158,KP
Kitsap County Auditor,Paul Andrews,REGAL 131,100131,117,KP
Kitsap County Auditor,Richard Huddy,REGAL 131,100131,61,KP
Kitsap County Clerk,Alison Sonntag,REGAL 131,100131,162,KP
Kitsap County Coroner,Russ Reuther,REGAL 131,100131,121,KP
Kitsap County Coroner,Jeff Wallis,REGAL 131,100131,88,KP
Kitsap County Prosecuting Attorney,Chad M. Enright,REGAL 131,100131,163,KP
Kitsap County Sheriff,Gary L. Simpson,REGAL 131,100131,165,KP
Kitsap County Treasurer,Meredith Green,REGAL 131,100131,163,KP
DISTRICT COURT District Court Judge Department 1,Claire A. Bradley,REGAL 131,100131,155,KP
DISTRICT COURT District Court Judge Department 2,Jeffrey J. Jahns,REGAL 131,100131,156,KP
DISTRICT COURT District Court Judge Department 3,Marilyn Paja,REGAL 131,100131,155,KP
DISTRICT COURT District Court Judge Department 4,Kevin P. Kelly,REGAL 131,100131,156,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Heather Pauley,REGAL 131,100131,89,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Nate Andrews,REGAL 131,100131,108,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,REGAL 131,100131,77,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,REGAL 131,100131,149,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,REGAL 131,100131,146,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,REGAL 131,100131,76,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,REGAL 131,100131,117,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,REGAL 131,100131,110,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,REGAL 131,100131,124,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,REGAL 131,100131,93,KP
CENTRAL KITSAP FIRE AND RESCUE Proposition No. 1 Regular Property Tax Levy Lid-Lift for Fire &amp; Emergency Medical Services,Yes,REGAL 131,100131,136,KP
CENTRAL KITSAP FIRE AND RESCUE Proposition No. 1 Regular Property Tax Levy Lid-Lift for Fire &amp; Emergency Medical Services,No,REGAL 131,100131,84,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,REGAL 131,100131,122,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,REGAL 131,100131,100,KP
U.S. Senator,Maria Cantwell,FAIRVIEW 135,100135,185,KP
U.S. Senator,Susan Hutchison,FAIRVIEW 135,100135,253,KP
Congressional District 6 - U.S. Representative,Derek Kilmer,FAIRVIEW 135,100135,239,KP
Congressional District 6 - U.S. Representative,Douglas Dightman,FAIRVIEW 135,100135,195,KP
Supreme Court - Justice Position 2,Susan Owens,FAIRVIEW 135,100135,259,KP
Supreme Court - Justice Position 8,Nathan Choi,FAIRVIEW 135,100135,115,KP
Supreme Court - Justice Position 8,Steve Gonzalez,FAIRVIEW 135,100135,224,KP
Supreme Court - Justice Position 9,Sheryl Gordon McCloud,FAIRVIEW 135,100135,255,KP
"Court of Appeals, Division 2, District 2 - Judge Position 2",Rebecca Glasgow,FAIRVIEW 135,100135,250,KP
Legislative District 23 - State Representative Pos. 1,Sherry V. Appleton,FAIRVIEW 135,100135,182,KP
Legislative District 23 - State Representative Pos. 1,Becky Erickson,FAIRVIEW 135,100135,220,KP
Legislative District 23 - State Representative Pos. 2,Drew Hansen,FAIRVIEW 135,100135,247,KP
Kitsap County Commissioner District 3,Edward Wolfe,FAIRVIEW 135,100135,317,KP
Kitsap County Assessor,Phil Cook,FAIRVIEW 135,100135,310,KP
Kitsap County Auditor,Paul Andrews,FAIRVIEW 135,100135,213,KP
Kitsap County Auditor,Richard Huddy,FAIRVIEW 135,100135,95,KP
Kitsap County Clerk,Alison Sonntag,FAIRVIEW 135,100135,247,KP
Kitsap County Coroner,Russ Reuther,FAIRVIEW 135,100135,239,KP
Kitsap County Coroner,Jeff Wallis,FAIRVIEW 135,100135,162,KP
Kitsap County Prosecuting Attorney,Chad M. Enright,FAIRVIEW 135,100135,247,KP
Kitsap County Sheriff,Gary L. Simpson,FAIRVIEW 135,100135,254,KP
Kitsap County Treasurer,Meredith Green,FAIRVIEW 135,100135,252,KP
DISTRICT COURT District Court Judge Department 1,Claire A. Bradley,FAIRVIEW 135,100135,257,KP
DISTRICT COURT District Court Judge Department 2,Jeffrey J. Jahns,FAIRVIEW 135,100135,254,KP
DISTRICT COURT District Court Judge Department 3,Marilyn Paja,FAIRVIEW 135,100135,263,KP
DISTRICT COURT District Court Judge Department 4,Kevin P. Kelly,FAIRVIEW 135,100135,259,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Heather Pauley,FAIRVIEW 135,100135,108,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Nate Andrews,FAIRVIEW 135,100135,248,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,FAIRVIEW 135,100135,127,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,FAIRVIEW 135,100135,311,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,FAIRVIEW 135,100135,292,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,FAIRVIEW 135,100135,148,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,FAIRVIEW 135,100135,215,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,FAIRVIEW 135,100135,224,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,FAIRVIEW 135,100135,245,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,FAIRVIEW 135,100135,170,KP
CENTRAL KITSAP FIRE AND RESCUE Proposition No. 1 Regular Property Tax Levy Lid-Lift for Fire &amp; Emergency Medical Services,Yes,FAIRVIEW 135,100135,225,KP
CENTRAL KITSAP FIRE AND RESCUE Proposition No. 1 Regular Property Tax Levy Lid-Lift for Fire &amp; Emergency Medical Services,No,FAIRVIEW 135,100135,201,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,FAIRVIEW 135,100135,202,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,FAIRVIEW 135,100135,234,KP
U.S. Senator,Maria Cantwell,FIRGLADE 137,100137,225,KP
U.S. Senator,Susan Hutchison,FIRGLADE 137,100137,265,KP
Congressional District 6 - U.S. Representative,Derek Kilmer,FIRGLADE 137,100137,284,KP
Congressional District 6 - U.S. Representative,Douglas Dightman,FIRGLADE 137,100137,205,KP
Supreme Court - Justice Position 2,Susan Owens,FIRGLADE 137,100137,346,KP
Supreme Court - Justice Position 8,Nathan Choi,FIRGLADE 137,100137,167,KP
Supreme Court - Justice Position 8,Steve Gonzalez,FIRGLADE 137,100137,241,KP
Supreme Court - Justice Position 9,Sheryl Gordon McCloud,FIRGLADE 137,100137,339,KP
"Court of Appeals, Division 2, District 2 - Judge Position 2",Rebecca Glasgow,FIRGLADE 137,100137,330,KP
Legislative District 23 - State Representative Pos. 1,Sherry V. Appleton,FIRGLADE 137,100137,223,KP
Legislative District 23 - State Representative Pos. 1,Becky Erickson,FIRGLADE 137,100137,227,KP
Legislative District 23 - State Representative Pos. 2,Drew Hansen,FIRGLADE 137,100137,328,KP
Kitsap County Commissioner District 3,Edward Wolfe,FIRGLADE 137,100137,346,KP
Kitsap County Assessor,Phil Cook,FIRGLADE 137,100137,346,KP
Kitsap County Auditor,Paul Andrews,FIRGLADE 137,100137,251,KP
Kitsap County Auditor,Richard Huddy,FIRGLADE 137,100137,140,KP
Kitsap County Clerk,Alison Sonntag,FIRGLADE 137,100137,329,KP
Kitsap County Coroner,Russ Reuther,FIRGLADE 137,100137,247,KP
Kitsap County Coroner,Jeff Wallis,FIRGLADE 137,100137,212,KP
Kitsap County Prosecuting Attorney,Chad M. Enright,FIRGLADE 137,100137,335,KP
Kitsap County Sheriff,Gary L. Simpson,FIRGLADE 137,100137,348,KP
Kitsap County Treasurer,Meredith Green,FIRGLADE 137,100137,343,KP
DISTRICT COURT District Court Judge Department 1,Claire A. Bradley,FIRGLADE 137,100137,330,KP
DISTRICT COURT District Court Judge Department 2,Jeffrey J. Jahns,FIRGLADE 137,100137,327,KP
DISTRICT COURT District Court Judge Department 3,Marilyn Paja,FIRGLADE 137,100137,332,KP
DISTRICT COURT District Court Judge Department 4,Kevin P. Kelly,FIRGLADE 137,100137,328,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Heather Pauley,FIRGLADE 137,100137,194,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Nate Andrews,FIRGLADE 137,100137,214,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,FIRGLADE 137,100137,163,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,FIRGLADE 137,100137,328,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,FIRGLADE 137,100137,315,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,FIRGLADE 137,100137,175,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,FIRGLADE 137,100137,240,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,FIRGLADE 137,100137,251,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,FIRGLADE 137,100137,309,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,FIRGLADE 137,100137,169,KP
CENTRAL KITSAP FIRE AND RESCUE Proposition No. 1 Regular Property Tax Levy Lid-Lift for Fire &amp; Emergency Medical Services,Yes,FIRGLADE 137,100137,260,KP
CENTRAL KITSAP FIRE AND RESCUE Proposition No. 1 Regular Property Tax Levy Lid-Lift for Fire &amp; Emergency Medical Services,No,FIRGLADE 137,100137,210,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,FIRGLADE 137,100137,279,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,FIRGLADE 137,100137,208,KP
U.S. Senator,Maria Cantwell,TIBARDIS 139,100139,157,KP
U.S. Senator,Susan Hutchison,TIBARDIS 139,100139,169,KP
Congressional District 6 - U.S. Representative,Derek Kilmer,TIBARDIS 139,100139,184,KP
Congressional District 6 - U.S. Representative,Douglas Dightman,TIBARDIS 139,100139,134,KP
Supreme Court - Justice Position 2,Susan Owens,TIBARDIS 139,100139,211,KP
Supreme Court - Justice Position 8,Nathan Choi,TIBARDIS 139,100139,101,KP
Supreme Court - Justice Position 8,Steve Gonzalez,TIBARDIS 139,100139,150,KP
Supreme Court - Justice Position 9,Sheryl Gordon McCloud,TIBARDIS 139,100139,202,KP
"Court of Appeals, Division 2, District 2 - Judge Position 2",Rebecca Glasgow,TIBARDIS 139,100139,205,KP
Legislative District 23 - State Representative Pos. 1,Sherry V. Appleton,TIBARDIS 139,100139,136,KP
Legislative District 23 - State Representative Pos. 1,Becky Erickson,TIBARDIS 139,100139,163,KP
Legislative District 23 - State Representative Pos. 2,Drew Hansen,TIBARDIS 139,100139,199,KP
Kitsap County Commissioner District 3,Edward Wolfe,TIBARDIS 139,100139,221,KP
Kitsap County Assessor,Phil Cook,TIBARDIS 139,100139,221,KP
Kitsap County Auditor,Paul Andrews,TIBARDIS 139,100139,157,KP
Kitsap County Auditor,Richard Huddy,TIBARDIS 139,100139,76,KP
Kitsap County Clerk,Alison Sonntag,TIBARDIS 139,100139,209,KP
Kitsap County Coroner,Russ Reuther,TIBARDIS 139,100139,158,KP
Kitsap County Coroner,Jeff Wallis,TIBARDIS 139,100139,137,KP
Kitsap County Prosecuting Attorney,Chad M. Enright,TIBARDIS 139,100139,201,KP
Kitsap County Sheriff,Gary L. Simpson,TIBARDIS 139,100139,210,KP
Kitsap County Treasurer,Meredith Green,TIBARDIS 139,100139,205,KP
DISTRICT COURT District Court Judge Department 1,Claire A. Bradley,TIBARDIS 139,100139,202,KP
DISTRICT COURT District Court Judge Department 2,Jeffrey J. Jahns,TIBARDIS 139,100139,201,KP
DISTRICT COURT District Court Judge Department 3,Marilyn Paja,TIBARDIS 139,100139,204,KP
DISTRICT COURT District Court Judge Department 4,Kevin P. Kelly,TIBARDIS 139,100139,203,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Heather Pauley,TIBARDIS 139,100139,117,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Nate Andrews,TIBARDIS 139,100139,147,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,TIBARDIS 139,100139,100,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,TIBARDIS 139,100139,226,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,TIBARDIS 139,100139,203,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,TIBARDIS 139,100139,118,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,TIBARDIS 139,100139,143,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,TIBARDIS 139,100139,185,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,TIBARDIS 139,100139,212,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,TIBARDIS 139,100139,100,KP
CENTRAL KITSAP FIRE AND RESCUE Proposition No. 1 Regular Property Tax Levy Lid-Lift for Fire &amp; Emergency Medical Services,Yes,TIBARDIS 139,100139,162,KP
CENTRAL KITSAP FIRE AND RESCUE Proposition No. 1 Regular Property Tax Levy Lid-Lift for Fire &amp; Emergency Medical Services,No,TIBARDIS 139,100139,152,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,TIBARDIS 139,100139,160,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,TIBARDIS 139,100139,165,KP
U.S. Senator,Maria Cantwell,GILBERTON 140,100140,262,KP
U.S. Senator,Susan Hutchison,GILBERTON 140,100140,288,KP
Congressional District 6 - U.S. Representative,Derek Kilmer,GILBERTON 140,100140,322,KP
Congressional District 6 - U.S. Representative,Douglas Dightman,GILBERTON 140,100140,228,KP
Supreme Court - Justice Position 2,Susan Owens,GILBERTON 140,100140,335,KP
Supreme Court - Justice Position 8,Nathan Choi,GILBERTON 140,100140,150,KP
Supreme Court - Justice Position 8,Steve Gonzalez,GILBERTON 140,100140,253,KP
Supreme Court - Justice Position 9,Sheryl Gordon McCloud,GILBERTON 140,100140,325,KP
"Court of Appeals, Division 2, District 2 - Judge Position 2",Rebecca Glasgow,GILBERTON 140,100140,323,KP
Legislative District 23 - State Representative Pos. 1,Sherry V. Appleton,GILBERTON 140,100140,277,KP
Legislative District 23 - State Representative Pos. 1,Becky Erickson,GILBERTON 140,100140,229,KP
Legislative District 23 - State Representative Pos. 2,Drew Hansen,GILBERTON 140,100140,356,KP
Kitsap County Commissioner District 3,Edward Wolfe,GILBERTON 140,100140,365,KP
Kitsap County Assessor,Phil Cook,GILBERTON 140,100140,373,KP
Kitsap County Auditor,Paul Andrews,GILBERTON 140,100140,264,KP
Kitsap County Auditor,Richard Huddy,GILBERTON 140,100140,142,KP
Kitsap County Clerk,Alison Sonntag,GILBERTON 140,100140,344,KP
Kitsap County Coroner,Russ Reuther,GILBERTON 140,100140,271,KP
Kitsap County Coroner,Jeff Wallis,GILBERTON 140,100140,220,KP
Kitsap County Prosecuting Attorney,Chad M. Enright,GILBERTON 140,100140,347,KP
Kitsap County Sheriff,Gary L. Simpson,GILBERTON 140,100140,365,KP
Kitsap County Treasurer,Meredith Green,GILBERTON 140,100140,354,KP
DISTRICT COURT District Court Judge Department 1,Claire A. Bradley,GILBERTON 140,100140,323,KP
DISTRICT COURT District Court Judge Department 2,Jeffrey J. Jahns,GILBERTON 140,100140,324,KP
DISTRICT COURT District Court Judge Department 3,Marilyn Paja,GILBERTON 140,100140,326,KP
DISTRICT COURT District Court Judge Department 4,Kevin P. Kelly,GILBERTON 140,100140,331,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Heather Pauley,GILBERTON 140,100140,170,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Nate Andrews,GILBERTON 140,100140,246,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,GILBERTON 140,100140,186,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,GILBERTON 140,100140,362,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,GILBERTON 140,100140,345,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,GILBERTON 140,100140,209,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,GILBERTON 140,100140,301,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,GILBERTON 140,100140,252,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,GILBERTON 140,100140,319,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,GILBERTON 140,100140,208,KP
CENTRAL KITSAP FIRE AND RESCUE Proposition No. 1 Regular Property Tax Levy Lid-Lift for Fire &amp; Emergency Medical Services,Yes,GILBERTON 140,100140,308,KP
CENTRAL KITSAP FIRE AND RESCUE Proposition No. 1 Regular Property Tax Levy Lid-Lift for Fire &amp; Emergency Medical Services,No,GILBERTON 140,100140,222,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,GILBERTON 140,100140,289,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,GILBERTON 140,100140,259,KP
U.S. Senator,Maria Cantwell,RIDGEPOINT 141,100141,352,KP
U.S. Senator,Susan Hutchison,RIDGEPOINT 141,100141,252,KP
Congressional District 6 - U.S. Representative,Derek Kilmer,RIDGEPOINT 141,100141,384,KP
Congressional District 6 - U.S. Representative,Douglas Dightman,RIDGEPOINT 141,100141,218,KP
Supreme Court - Justice Position 2,Susan Owens,RIDGEPOINT 141,100141,404,KP
Supreme Court - Justice Position 8,Nathan Choi,RIDGEPOINT 141,100141,189,KP
Supreme Court - Justice Position 8,Steve Gonzalez,RIDGEPOINT 141,100141,279,KP
Supreme Court - Justice Position 9,Sheryl Gordon McCloud,RIDGEPOINT 141,100141,385,KP
"Court of Appeals, Division 2, District 2 - Judge Position 2",Rebecca Glasgow,RIDGEPOINT 141,100141,383,KP
Legislative District 23 - State Representative Pos. 1,Sherry V. Appleton,RIDGEPOINT 141,100141,318,KP
Legislative District 23 - State Representative Pos. 1,Becky Erickson,RIDGEPOINT 141,100141,227,KP
Legislative District 23 - State Representative Pos. 2,Drew Hansen,RIDGEPOINT 141,100141,392,KP
Kitsap County Commissioner District 3,Edward Wolfe,RIDGEPOINT 141,100141,422,KP
Kitsap County Assessor,Phil Cook,RIDGEPOINT 141,100141,414,KP
Kitsap County Auditor,Paul Andrews,RIDGEPOINT 141,100141,302,KP
Kitsap County Auditor,Richard Huddy,RIDGEPOINT 141,100141,128,KP
Kitsap County Clerk,Alison Sonntag,RIDGEPOINT 141,100141,398,KP
Kitsap County Coroner,Russ Reuther,RIDGEPOINT 141,100141,272,KP
Kitsap County Coroner,Jeff Wallis,RIDGEPOINT 141,100141,280,KP
Kitsap County Prosecuting Attorney,Chad M. Enright,RIDGEPOINT 141,100141,391,KP
Kitsap County Sheriff,Gary L. Simpson,RIDGEPOINT 141,100141,401,KP
Kitsap County Treasurer,Meredith Green,RIDGEPOINT 141,100141,400,KP
DISTRICT COURT District Court Judge Department 1,Claire A. Bradley,RIDGEPOINT 141,100141,387,KP
DISTRICT COURT District Court Judge Department 2,Jeffrey J. Jahns,RIDGEPOINT 141,100141,388,KP
DISTRICT COURT District Court Judge Department 3,Marilyn Paja,RIDGEPOINT 141,100141,385,KP
DISTRICT COURT District Court Judge Department 4,Kevin P. Kelly,RIDGEPOINT 141,100141,385,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Heather Pauley,RIDGEPOINT 141,100141,248,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Nate Andrews,RIDGEPOINT 141,100141,221,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,RIDGEPOINT 141,100141,281,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,RIDGEPOINT 141,100141,331,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,RIDGEPOINT 141,100141,372,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,RIDGEPOINT 141,100141,240,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,RIDGEPOINT 141,100141,378,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,RIDGEPOINT 141,100141,235,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,RIDGEPOINT 141,100141,321,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,RIDGEPOINT 141,100141,263,KP
CENTRAL KITSAP FIRE AND RESCUE Proposition No. 1 Regular Property Tax Levy Lid-Lift for Fire &amp; Emergency Medical Services,Yes,RIDGEPOINT 141,100141,361,KP
CENTRAL KITSAP FIRE AND RESCUE Proposition No. 1 Regular Property Tax Levy Lid-Lift for Fire &amp; Emergency Medical Services,No,RIDGEPOINT 141,100141,229,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,RIDGEPOINT 141,100141,377,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,RIDGEPOINT 141,100141,235,KP
U.S. Senator,Maria Cantwell,UNIVERSITY POINT 142,100142,270,KP
U.S. Senator,Susan Hutchison,UNIVERSITY POINT 142,100142,243,KP
Congressional District 6 - U.S. Representative,Derek Kilmer,UNIVERSITY POINT 142,100142,310,KP
Congressional District 6 - U.S. Representative,Douglas Dightman,UNIVERSITY POINT 142,100142,199,KP
Supreme Court - Justice Position 2,Susan Owens,UNIVERSITY POINT 142,100142,332,KP
Supreme Court - Justice Position 8,Nathan Choi,UNIVERSITY POINT 142,100142,155,KP
Supreme Court - Justice Position 8,Steve Gonzalez,UNIVERSITY POINT 142,100142,255,KP
Supreme Court - Justice Position 9,Sheryl Gordon McCloud,UNIVERSITY POINT 142,100142,325,KP
"Court of Appeals, Division 2, District 2 - Judge Position 2",Rebecca Glasgow,UNIVERSITY POINT 142,100142,325,KP
Legislative District 23 - State Representative Pos. 1,Sherry V. Appleton,UNIVERSITY POINT 142,100142,251,KP
